,Epoch,Client_id,Class_id,Label_num,Test_acc,Test_loss,Comsume_time
2301,5,15,0,165,0.793939393939394,0.003651148173958063,124.43987560272217
2302,5,15,1,73,0.9315068493150684,0.0031297937966883183,124.43987560272217
2303,5,15,2,84,0.7738095238095238,0.008529528975486755,124.43987560272217
2304,5,15,3,30,0.9,0.011046317405998707,124.43987560272217
2305,5,16,9,49,0.8775510204081632,0.006210347171872854,124.43987560272217
2306,5,16,2,52,0.7692307692307693,0.013199466280639172,124.43987560272217
2307,5,16,3,71,0.8028169014084507,0.007433146703988314,124.43987560272217
2308,5,16,6,12,0.5833333333333334,0.09438231587409973,124.43987560272217
2309,5,16,8,39,0.8461538461538461,0.018863528966903687,124.43987560272217
2310,5,16,1,40,1.0,0.0007636101800017059,124.43987560272217
2311,5,16,7,22,0.9090909090909091,0.008637532591819763,124.43987560272217
2312,5,16,4,47,0.7446808510638298,0.015180791728198528,124.43987560272217
2313,5,16,5,49,0.8979591836734694,0.005425719544291496,124.43987560272217
2314,5,16,0,13,0.6923076923076923,0.06855275481939316,124.43987560272217
2315,5,17,3,75,0.84,0.00619916245341301,124.43987560272217
2316,5,17,6,74,0.43243243243243246,0.017141243442893028,124.43987560272217
2317,5,17,4,56,0.8392857142857143,0.010084210895001888,124.43987560272217
2318,5,17,5,25,0.96,0.00476814853027463,124.43987560272217
2319,5,17,1,5,0.8,0.09616502374410629,124.43987560272217
2320,5,17,2,128,0.7421875,0.005945119541138411,124.43987560272217
2321,5,17,0,10,0.8,0.12587186694145203,124.43987560272217
2322,5,18,7,97,0.8762886597938144,0.003965326119214296,124.43987560272217
2323,5,18,6,75,0.48,0.015577904880046844,124.43987560272217
2324,5,18,5,62,0.967741935483871,0.0025849530939012766,124.43987560272217
2325,5,18,0,44,0.8636363636363636,0.013123356737196445,124.43987560272217
2326,5,18,4,72,0.8472222222222222,0.007633349392563105,124.43987560272217
2327,5,18,2,3,0.6666666666666666,0.30151480436325073,124.43987560272217
2328,5,18,1,11,1.0,0.004416435491293669,124.43987560272217
2329,5,18,3,1,0.0,1.4032646417617798,124.43987560272217
2330,5,19,3,121,0.8181818181818182,0.0044671110808849335,124.43987560272217
2331,5,19,0,51,0.9019607843137255,0.007496420759707689,124.43987560272217
2332,5,19,1,101,0.9801980198019802,0.0012341146357357502,124.43987560272217
2333,5,19,4,91,0.7692307692307693,0.006596360821276903,124.43987560272217
2334,5,19,2,2,1.0,0.11949823051691055,124.43987560272217
2335,5,20,1,16,0.9375,0.007779095787554979,124.43987560272217
2336,5,20,5,124,0.9274193548387096,0.0017435665940865874,124.43987560272217
2337,5,20,6,31,0.45161290322580644,0.04289562255144119,124.43987560272217
2338,5,20,3,18,0.7777777777777778,0.05082825943827629,124.43987560272217
2339,5,20,8,91,0.9560439560439561,0.0023561289999634027,124.43987560272217
2340,5,20,2,15,0.6666666666666666,0.06612434983253479,124.43987560272217
2341,5,20,7,52,0.9230769230769231,0.00354051124304533,124.43987560272217
